;accuracy_score;recall_score;f1_score;precision_score;Confusion Matrix
st_sgd;0.9703947368421053;0.9647058823529412;0.9479768786127167;0.9318181818181818;[[213, 6], [3,  82]]
st_nb;0.9769736842105263;0.9647058823529412;0.9590643274853802;0.9534883720930233;[[215, 4], [3, 82]]
st_lr;0.9539473684210527;0.9764705882352941;0.9222222222222223;0.8736842105263158;[[207, 12], [2, 83]]
st_svm;0.9407894736842105;0.8352941176470589;0.8875;0.9466666666666667;[[215, 4], [14, 71]]
